News#,Title,Match,Score,Polarity
868,FEDERAL REALTY ISSUES 75 MLN DLR CONVERTIBLE BOND,issues,-1,Negative
869,SEOUL STOCK MARKET CONSOLIDATES ON STATE MEASURES,,0,Neutral
870,MALAYSIA SHELVES HUGE HYDROELECTRIC PROJECT,,0,Neutral
871,QUEBEC ISSUES 30 BILLION YEN EUROBOND,issues,-1,Negative
872,BOWATER INDUSTRIES PROFIT EXCEED EXPECTATIONS,exceed,1,Positive
873,CITIBANK NORWAY UNIT LOSES SIX MLN CROWNS IN 1986,loses,-1,Negative
874,JAPANESE ECONOMIC PACKAGE SEEN AS MAJOR CHANGE,,0,Neutral
875,VIEILLE MONTAGNE SAYS 1986 CONDITIONS UNFAVOURABLE,,0,Neutral
876,"VIEILLE MONTAGNE REPORTS LOSS, DIVIDEND NIL",loss,-1,Negative
877,"EC MAINLY FOR TIN EXTENSION, NO U.K. STAND TAKEN",,0,Neutral
878,IAE CALLS OFF SUPERFAN ENGINE PROJECT,,0,Neutral
879,"JAPAN, BRITAIN TO EXCHANGE SECURITIES MARKET INFO",,0,Neutral
880,SOUTH KOREA STUDIES RESTRUCTURING FINANCIAL SECTOR,restructuring,1,Positive
881,JAPAN GIVEN LITTLE HOPE OF AVOIDING U.S. SANCTIONS,,0,Neutral
882,THAI ZINC EXPORTS FALL IN MARCH,fall,-1,Negative
883,DUTCH PROPOSE STRICT INSIDER TRADING LAW,strict,-1,Negative
884,DANSK NATURGAS ISSUES 10 BILLION YEN EUROBOND,issues,-1,Negative
885,EC SUGAR TENDER HARD TO PREDICT - LONDON TRADE,"tender, hard",0,Neutral
886,NORTH YEMEN CALLS SUGAR BUYING TENDER - TRADE,tender,1,Positive
887,JAPAN TO HOLD FORMAL FINANCIAL TALKS WITH FRANCE,,0,Neutral
888,ANHEUSER-BUSCH JOINS BID FOR SAN MIGUEL,,0,Neutral
889,CHINA CONSTRUCTION BANK MANDATES 150 MLN DLR LOAN,,0,Neutral
890,ECONOMIC SPOTLIGHT - AUSTRALIAN MARKETS BOOMING,booming,1,Positive
891,ECONOMIC SPOTLIGHT - KUWAITI ECONOMY,,0,Neutral
892,MALAYSIA MAY NOT MEET 1987 OIL PALM TARGET,,0,Neutral
893,ELDERS PLANS TO FLOAT OFF COURAGE PUBS,courage,1,Positive
894,FREEPORT TO START SULPHUR MINE IN PHILIPPINES,,0,Neutral
895,BANK OF JAPAN HAS NO COMMENT ON YEN BOND REPORT,,0,Neutral
896,MAFINA ISSUES 200 MLN SFR BOND WITH WARRANTS,issues,-1,Negative
897,HOKURIKU ELECTRIC ISSUES 35 MLN DLR WARRANT BOND,issues,-1,Negative
898,SAITAMA BANK ISSUES 100 MLN SFR CONVERTIBLE,issues,-1,Negative
899,"JARDINE MATHESON SAID IT SETS TWO-FOR-FIVE BONUS ISSUE REPLACING ""B"" SHARES","issue, bonus",0,Neutral
900,MONIER SAYS BRITAIN'S REDLAND MAY BID FOR IT,,0,Neutral
901,FEDERAL REALTY ISSUES 75 MLN DLR CONVERTIBLE BOND,issues,-1,Negative
902,QUEBEC ISSUES 30 BILLION YEN EUROBOND,issues,-1,Negative
903,ISUZU PLANS NO INTERIM DIVIDEND,,0,Neutral
904,JAPANESE OFFICIAL TAKES DATA TO MICROCHIP TALKS,,0,Neutral
905,FRENCH GOVERNMENT WINS CONFIDENCE VOTE,"wins, confidence",2,Positive
906,NORWAY TO TIGHTEN RULES FOR REGISTERING LOANS,,0,Neutral
907,BELL GROUP CONFIRMS STANDARD CHARTERED STAKE,,0,Neutral
908,S. AFRICA MINES BODY SEES MAY DAY WORK STOPPAGE,work,1,Positive
909,NIPPON STEEL DENIES CHINA SEEKING JAPANESE PLANTS,denies,-1,Negative
910,FRENCH FEBRUARY CAR OUTPUT UP 27.2 PCT,,0,Neutral
911,"JARDINE MATHESON REPLACES ""B"" SHARE BY BONUS ISSUE","issue, bonus",0,Neutral
912,JAPAN GIVEN LITTLE HOPE OF AVOIDING U.S. SANCTIONS,,0,Neutral
913,BANK OF JAPAN INTERVENES SOON AFTER TOKYO OPENING,,0,Neutral
914,MOSCOW INDIGNANT AT REAGAN STATEMENT,indignant,-1,Negative
915,BATTLES FLARE NEAR SOUTHERN BEIRUT CAMPS,flare,-1,Negative
916,"SOUTH AFRICAN OUTLOOK SEEN BRIGHTER, LIBERTY LIFE","brighter, liberty",2,Positive
917,MALAYSIAN FUND TO BE LAUNCHED IN U.S. IN MAY,,0,Neutral
918,INDONESIAN INFLATION RATE 8.8 PCT IN 1986/87,,0,Neutral
919,U.K. MONEY MARKET GIVEN 53 MLN STG ASSISTANCE,,0,Neutral
920,COUPON CUT ON KEIHANSHIN REAL ESTATE WARRANT BOND,,0,Neutral
921,SAN MIGUEL DEAL HIT BY MORE LAWSUITS,,0,Neutral
922,RAIN BOOSTS CENTRAL QUEENSLAND SUGAR CANE CROP,,0,Neutral
923,FRENCH TRADERS FORECAST EC SUGAR TENDER,tender,1,Positive
924,PHILADELPHIA SEES CURRENCY OPTIONS TRADE IN ASIA,,0,Neutral
925,THYSSEN UNIT TO COOPERATE WITH CANADIAN FIRM,,0,Neutral
926,ITALY'S LA FONDIARIA TO REPORT HIGHER 1986 PROFITS,,0,Neutral
927,NATIONAL BANK MORTGAGE ISSUES CANADIAN DLR BOND,issues,-1,Negative
928,NICKEL PRICES UNLIKELY TO RISE MUCH - SHEARSON,unlikely,-1,Negative
929,HONG KONG PROVIDES NEW GUARANTEE FOR MTRC DEBTS,"debts, guarantee",0,Neutral
930,HIGHER 1986 PROFIT FOR DUTCH CHEMICAL FIRM DSM,,0,Neutral
931,POEHL WARNS AGAINST FURTHER DOLLAR FALL,fall,-1,Negative
932,CINCINNATI BELL &lt;CSN> STARTS AUXTON &lt;AUXT> BID,,0,Neutral
933,CALIFORNIA BIOTECH &lt;CBIO> SEES 1ST QTR LOSS,loss,-1,Negative
934,PALL CORP &lt;PLL> SETS QUARTERLY DIVIDEND,,0,Neutral
935,JAPAN DIVISION OF LABOUR WITH ASIA URGED,,0,Neutral
936,BOTSWANA APPEALS FOR DROUGHT AID,drought,-1,Negative
937,U.K. GOVT TO INJECT 283 MLN STG INTO ROLLS ROYCE,,0,Neutral
938,CALIFORNIA MOVES AGAINST KMG MAIN HURDMAN,,0,Neutral
939,IRAN MOUNTS FRESH ATTACKS ON IRAQ NEAR BASRA,"attacks, fresh",0,Neutral
940,OECD URGES GERMANY TO STEP UP AID,,0,Neutral
941,UNILEVER SEEKS BUYER FOR STAUFFER CHEMICAL,,0,Neutral
942,ASEAN SHOWS MIXED PERFORMANCE IN 1986,,0,Neutral
943,CONRAC CORP SAID IT HAS ENTERED TALKS ON ITS ACQUISITION WITH SEVERAL PARTIES,,0,Neutral
944,"BRITAIN, JAPAN CLASH OVER STOCK MARKET ACCESS",clash,-1,Negative
945,CANADIAN AIRLINES TO PURCHASE SIX BOEING 767 AIRCRAFT,,0,Neutral
946,ALLIED SIGNAL &lt;ALD> FIBERS UNIT SETS RESEARCH,,0,Neutral
947,VARIAN &lt;VAR> GETS &lt;TOSHIBA CORP> CONTRACT,,0,Neutral
948,&lt;ASIX SYSTEMS> GETS MORE FINANCING,,0,Neutral
949,CONRAC &lt;CAX> IN MERGER TALKS WITH SEVERAL,,0,Neutral
950,TOP FRENCH BANKER SEES CHINA FOREIGN DEBT VERY LOW,"top, debt",0,Neutral
951,JAPAN'S LDP URGES MORE IMPORTS OF 12 FARM ITEMS,,0,Neutral
952,AUSTRALIAN UNIONS LAUNCH NEW SOUTH WALES STRIKES,,0,Neutral
953,TANZANIA RAISES PRICES TO KEEP BUDGET DEFICIT DOWN,,0,Neutral
954,COMPUTER RESEARCH INC &lt;CORE> 2ND QTR FEB 28 NET,,0,Neutral
955,NMR CENTERS &lt;NMRC> STARTS BUILDING IMAGE CENTER,,0,Neutral
956,NO SPECIAL CHECKS AT GERMAN BANKS BECAUSE OF VW,,0,Neutral
957,AUSTRALIAN FOREIGN SHIP BAN ENDS,,0,Neutral
958,RUBBERMAID INC 1ST QTR SHR 28 CTS VS 22 CTS,,0,Neutral
959,INDEPENDENT CHAIRMAN FOR DUTCH CARGO DISPUTE,dispute,-1,Negative
960,ELECTRO RENT CORP &lt;ELRC> 3RD QTR FEB 28 NET,,0,Neutral
961,BOEING &lt;BA> UNIT CHOOSES UNDUCTED FAN ENGINE,,0,Neutral
962,RUBBERMAID INC &lt;RBD> 1ST QTR NET,,0,Neutral
963,WTC INTERNATIONAL INC &lt;WAF> 4TH QTR FEB 28 NET,,0,Neutral
964,U.K. MONEY MARKET GIVEN FURTHER 166 MLN STG HELP,,0,Neutral
965,MEAD CORP 1ST QTR OPER SHR 1.09 DLRS VS 67 CTS,,0,Neutral
966,CANADIAN AIRLINES TO PURCHASE SIX BOEING&lt;BA>JETS,,0,Neutral
967,RUBBERMAID &lt;RBD> SEES CONTINUED IMPROVEMENT,improvement,1,Positive
968,CAYUGA SAVINGS BANK &lt;CAYB> 1ST QTR NET,savings,1,Positive
969,JOHNSTOWN SAVINGS BANK FSB &lt;JSBK> 1ST QTR NET,savings,1,Positive
970,HOME SAVINGS AND LOAN ASSOCIATION INC &lt;HSLD>,savings,1,Positive
971,GEODYNAMICS CORP &lt;GDYN> 3RD QTR FEB 27 NET,,0,Neutral
972,&lt;NORTH STAR URANIUM INC> CHANGES NAME,,0,Neutral
973,GREAT LAKES CHEMICAL &lt;GLK> TO BUILD NEW PLANT,great,1,Positive
974,SWEDISH UNEMPLOYMENT STEADY IN MARCH,steady,1,Positive
975,COMPAQ &lt;CPQ> EXPECTS HIGHER FIRST QUARTER NET,,0,Neutral
976,CHRISTIAN DEMOCRAT MINISTERS RESIGN,,0,Neutral
977,M/A-COM &lt;MAI> ENDS CHIEF OPERATING OFFICER POST,,0,Neutral
978,I.U. INTERNATIONAL &lt;IU> TO SELL INSURANCE UNITS,,0,Neutral
979,COLOROCS &lt;CLRX> EXTENDS WARRANT EXERCISE PERIOD,,0,Neutral
980,MASON BEST FORMS ENERGY HOLDING COMPANY,best,1,Positive
981,CXR TELCOM CORP &lt;CXRL> 3RD QTR MARCH 31 NET,,0,Neutral
982,PROXMIRE OUTLINES INSIDER TRADING LEGISLATION,,0,Neutral
983,HELEN OF TROY CORP &lt;HELE> 4TH QTR FEB 28 NET,,0,Neutral
984,BANKERS TRUST &lt;BT> PUTS BRAZIL ON NON-ACCRUAL,trust,1,Positive
985,&lt;FIRST MERCANTILE CURRENCY FUND INC> 1ST QTR NET,,0,Neutral
986,"UK INTERVENTION BD SAYS EC SOLD 118,350 TONNES WHITE SUGAR AT REBATE 46.496 ECUS.",,0,Neutral
987,STOLTENBERG SEES MOVES TO STRENGTHEN PARIS ACCORD,,0,Neutral
988,U.K. INTERVENTION BOARD DETAILS EC SUGAR SALES,,0,Neutral
989,FORD EXTENDS INCENTIVE PROGRAM ON LIGHT TRUCKS TO APRIL 30 FROM APRIL SIX,,0,Neutral
990,NORANDA TO SELL 150 MLN DLRS IN DEBENTURES,,0,Neutral
991,"BACHE SECURITIES CANADA BUYS TORONTO EXCHANGE SEAT FOR 301,000 DLRS",,0,Neutral
992,MAFINA BOND WITH WARRANTS SET AT 250 MLN SFR,,0,Neutral
993,MEAD &lt;MEA> EXPECTS IMPROVED EARNINGS THIS YEAR,improved,1,Positive
994,ENDOTRONICS SEEKS TO ESTABLISH 2ND QTR RESERVE,,0,Neutral
995,AMERTEK INC &lt;ATEKF> 1ST QTR NET,,0,Neutral
996,COMSTOCK GROUP &lt;CSTK> SELLS PREFERRED STOCK,,0,Neutral
997,QVC NETWORK &lt;QVCN> CLARIFIES AGREEMENT,agreement,1,Positive
998,ALEX BROWN INC &lt;ABSB> 1ST QTR MARCH 27 NET,,0,Neutral
999,EQUITABLE RESOURCES &lt;EQT> FILES UNIT OFFERING,equitable,1,Positive
1000,TOWN AND COUNTRY JEWELRY MANUFACTURING &lt;TCJC>,,0,Neutral
